RMS,Crest_factor,Kurtosis,Standard_Deviation,Label
0.1872251843,4.886918037,4.024185187,0.1872398129,C1
0.1712257599,5.693860494,4.409202156,0.1712388824,C1
0.189137361,5.643350919,5.077067231,0.1891519954,C1
0.1894349367,6.646049679,5.345039362,0.1894494596,C1
0.2023969264,7.563921186,6.365882308,0.2024123514,C1
0.02711533537,12.12625717,17.11989054,0.0271174483,C1
0.03893724571,13.24688304,24.49242062,0.03894025114,C1
0.04807029263,14.8123858,28.61900262,0.0480740245,C1
0.06749189108,15.04092097,29.91187358,0.06749701171,C1
0.07947231278,16.39623354,39.54776689,0.0794785056,C1
0.0282400607,8.890571895,8.40463073,0.02824218006,C1
0.03929956274,13.48213219,14.93216381,0.03930259864,C1
0.05073922717,12.94763118,24.4383418,0.05074314606,C1
0.06265699212,14.14279875,23.13739773,0.06266186725,C1
0.08953264689,12.90510378,23.79999601,0.08953936039,C1
0.02787595107,8.42340121,8.175420477,0.02787811672,C1
0.04668986891,11.85582103,20.86451005,0.0466935149,C1
0.05608295269,14.42061217,37.65506207,0.05608730675,C1
0.08345775201,10.09825582,15.71520418,0.08346419318,C1
0.08524364724,12.59411974,17.23202922,0.08525020381,C1
0.1862457472,4.464817546,3.757867285,0.1862597656,C1
0.1701176815,5.973323236,4.391280542,0.1701305902,C1
0.1853297037,5.901865045,4.937073448,0.1853441475,C1
0.1908501574,6.885804119,5.135605411,0.1908650232,C1
0.1917208617,7.147676513,5.965198307,0.1917358117,C1
0.02635554846,14.27382134,17.00710855,0.02635760764,C1
0.03547203014,12.77532096,29.99543588,0.03547476973,C1
0.04993247614,12.79230952,27.38982423,0.04993635533,C1
0.06882527962,12.05272561,21.85443089,0.06883057589,C1
0.08773568282,13.17592641,22.79837427,0.0877421309,C1
0.02830445261,11.15368929,12.31892188,0.02830665154,C1
0.04192587413,13.81168841,21.75058391,0.04192897014,C1
0.04781700166,13.48577196,22.5706422,0.04782073724,C1
0.06928253022,10.44307588,20.15110188,0.06928781883,C1
0.09237888924,12.40675234,22.8329488,0.09238600228,C1
0.0309899298,10.21552169,9.468802797,0.03099232295,C1
0.03620662127,13.05351683,16.10470258,0.03620943311,C1
0.0461893864,12.70020617,20.82165694,0.04619299175,C1
0.07792768083,10.74526896,17.29090695,0.07793376605,C1
0.09147127405,9.582580314,18.43596514,0.09147827336,C1
0.1888268183,4.382562857,3.614969617,0.1888414875,C1
0.1668160726,4.75205379,3.504684389,0.1668285392,C1
0.1781322423,5.385281282,4.391821752,0.1781460157,C1
0.1862897395,6.420770158,4.952121609,0.1863042521,C1
0.1970561117,6.619056311,5.656246026,0.1970711965,C1
0.02828031057,12.25458041,13.51329296,0.02828252006,C1
0.03392568791,10.85990595,11.54343185,0.03392833783,C1
0.04674934098,15.61879429,35.2565198,0.0467529834,C1
0.06510944722,13.79054651,30.69733078,0.0651143028,C1
0.08094388817,13.95195271,21.27636862,0.08094991593,C1
0.02961475096,9.724422144,9.144994917,0.02961706394,C1
0.0409544519,12.11708635,19.33256704,0.04095764327,C1
0.04686570571,12.48988532,25.71625221,0.04686936072,C1
0.0662626101,12.25106948,25.06066343,0.0662674111,C1
0.08463857788,12.91835623,24.26204501,0.08464517557,C1
0.03109960079,10.52352576,12.22183216,0.03110202073,C1
0.03935263239,16.66324284,31.18098641,0.03935569213,C1
0.05627591959,10.81144714,23.20400533,0.05628028168,C1
0.08220995743,9.996379097,15.43224161,0.08221637042,C1
0.08933687804,13.36718415,21.34492329,0.08934383322,C1
0.1864123888,4.458682363,3.729236575,0.186426882,C1
0.169553471,6.174558937,4.107967946,0.16956671,C1
0.1791251386,5.049895939,4.313220295,0.1791389527,C1
0.191603437,5.934183738,4.777179997,0.1916177246,C1
0.1876967824,6.451662541,5.414372384,0.1877114415,C1
0.02720087044,10.55213217,11.25018128,0.02720286239,C1
0.03836804589,13.29430384,29.20916895,0.038371032,C1
0.04921891725,16.90798511,47.82154835,0.04922274496,C1
0.06152993172,14.17526732,28.07025244,0.06153473911,C1
0.0849363495,17.53490713,42.80430801,0.0849429256,C1
0.02825181956,12.74062469,16.47416436,0.02825400652,C1
0.03587052051,14.21866208,25.12292748,0.03587332322,C1
0.05117239741,12.39643992,29.22071653,0.05117630529,C1
0.06897861135,11.32306341,23.45733452,0.06898388749,C1
0.08504146964,12.53302659,20.27865508,0.08504809688,C1
0.02936682025,11.59044449,10.51708976,0.02936909575,C1
0.04517613853,10.69155501,17.3843769,0.04517966662,C1
0.0553169068,12.31646073,25.6121055,0.05532122457,C1
0.08015160172,10.90086637,15.38962152,0.08015779881,C1
0.09398936005,12.07049287,21.29375966,0.09399667935,C1
0.1835278075,5.42070171,3.857844484,0.1835419221,C1
0.1708000076,5.926663086,4.16316561,0.1708132328,C1
0.1745383576,5.883527347,4.486417926,0.1745519938,C1
0.189254211,6.606542032,5.152548973,0.1892678674,C1
0.2005370768,8.674074778,6.8944303,0.2005524214,C1
0.0272462134,10.77303168,7.754966046,0.02724817463,C1
0.03465663187,12.06539578,25.03572042,0.03465926662,C1
0.0404305192,14.13330205,21.34510525,0.0404336747,C1
0.06064552074,10.54346541,19.02453833,0.060650259,C1
0.08053644774,16.01172061,26.23605657,0.08054203545,C1
0.02938572275,12.15924322,17.16533931,0.02938777974,C1
0.04186992775,12.35967,22.17973713,0.04187318254,C1
0.04831710545,13.16398228,23.16474212,0.04832087453,C1
0.07086376932,16.00037665,35.63361429,0.07086928728,C1
0.09057297044,12.30466324,22.05576883,0.09058004494,C1
0.03082863896,10.10044233,12.64034583,0.03083099074,C1
0.0394197779,12.62619011,19.12065754,0.03942283279,C1
0.05545146772,12.92471596,26.4967275,0.05545579533,C1
0.07445719202,8.665884014,12.43718867,0.07446296989,C1
0.08614350172,12.06106066,20.61228484,0.08615023056,C1
0.1844833792,4.522139142,3.865981985,0.1844977932,C1
0.1696284088,5.023035564,3.862867665,0.1696415655,C1
0.1775691084,5.515085978,4.667688633,0.177582937,C1
0.1900171948,5.187382388,4.93732561,0.1900320011,C1
0.2009623312,6.998304566,6.482346424,0.200977935,C1
0.02786781317,12.38516377,21.05048567,0.02786998185,C1
0.03999653361,15.09058875,31.18802849,0.03999961899,C1
0.04940345185,14.21043396,37.81295446,0.04940724486,C1
0.06295857246,13.94755227,30.05525239,0.06296347047,C1
0.08397424654,15.63184493,33.12226522,0.08398032262,C1
0.02938383281,11.24448713,12.66641157,0.02938605341,C1
0.0387666076,12.54467621,13.94686269,0.03876959338,C1
0.05474615926,12.87452233,26.72278745,0.0547503855,C1
0.06981341921,12.39553842,18.97982734,0.06981886742,C1
0.08233290056,9.141423961,17.44658486,0.08233933029,C1
0.0282065191,9.673942718,7.898648001,0.02820871235,C1
0.04404803,12.76675461,25.584084,0.04405146667,C1
0.042297383,11.32284591,16.17150114,0.04230064983,C1
0.07946350245,9.307561676,13.55520417,0.07946970665,C1
0.0927071699,10.56592765,16.40952208,0.0927143024,C1
0.1878276606,4.748989032,3.960098606,0.1878423263,C1
0.1722627964,6.03628306,4.25845138,0.172275939,C1
0.1714795541,5.767270477,4.375143316,0.1714927942,C1
0.1880497555,7.247562734,5.566936708,0.1880643496,C1
0.1970979958,6.150418705,6.019578851,0.1971133885,C1
0.02714721951,12.35681319,16.8855624,0.0271493078,C1
0.03592410315,12.87551113,23.40805414,0.03592683232,C1
0.04954347334,12.88053657,29.4763006,0.0495472707,C1
0.07164844042,12.64781361,24.82257463,0.07165395449,C1
0.07577459938,13.57465442,23.76428913,0.07578051274,C1
0.02822640856,13.52960647,18.04125475,0.02822860617,C1
0.04352712922,11.23248785,24.7149363,0.04353045867,C1
0.04392206943,13.87887247,26.35020993,0.04392550088,C1
0.06896442794,13.55232368,24.30640361,0.0689698137,C1
0.09080852433,14.37868427,28.29077399,0.0908155983,C1
0.03077655049,12.93093195,12.76407484,0.03077895017,C1
0.03899537675,10.48958785,11.7302434,0.03899839503,C1
0.05469548585,13.44844622,27.86687885,0.05469975932,C1
0.07880883555,10.04079091,14.88722987,0.07881498538,C1
0.08707274438,9.158784023,14.51710117,0.0870794326,C1
0.1892036142,4.539678028,3.75471177,0.1892182567,C1
0.1711082498,4.829445107,3.538648862,0.1711215413,C1
0.1744552795,6.399083495,4.151995829,0.1744689076,C1
0.1892397353,6.710769798,4.514503691,0.1892545177,C1
0.1925154062,8.713142149,5.949875892,0.1925303357,C1
0.02680585329,8.736237847,6.489160593,0.02680794719,C1
0.03439715253,11.22559461,15.17108691,0.03439983433,C1
0.04794220026,13.21357294,27.26632858,0.04794593694,C1
0.06067887203,14.16953301,35.58515579,0.06068348641,C1
0.08856650032,11.68081494,19.20081233,0.08857336166,C1
0.02830550025,10.62199598,10.04409219,0.02830770981,C1
0.03667453333,15.82048651,21.40113397,0.03667735156,C1
0.0524156061,12.76858993,31.07780006,0.05241944811,C1
0.07534904314,10.06675664,19.69245331,0.07535493047,C1
0.08847078541,10.77837792,18.14205814,0.08847767973,C1
0.03162550906,13.25717791,16.81803457,0.03162788374,C1
0.04026655092,12.25603333,19.03619912,0.04026967309,C1
0.0559216638,12.38234832,24.71833369,0.0559259602,C1
0.0786614755,8.870158049,13.23514606,0.07866762164,C1
0.09292165048,9.72289144,16.85361874,0.09292890924,C1
0.1899401791,4.481855834,3.759892248,0.1899549111,C1
0.1710900058,5.583986192,4.408548797,0.1711033181,C1
0.1738123993,5.335442602,4.167651479,0.173825978,C1
0.1823818375,6.413537202,5.091802997,0.1823959046,C1
0.1985852522,6.457689511,6.176866477,0.1986007578,C1
0.02643182931,14.85211354,23.04311769,0.02643386123,C1
0.03906826281,13.18112281,33.50862522,0.03907131506,C1
0.04323298284,14.09137052,27.81170499,0.0432363338,C1
0.06382328724,15.56949278,31.66074991,0.06382827382,C1
0.07693856046,14.13167849,27.94123816,0.07694419051,C1
0.02803089829,10.04495636,9.425105498,0.02803307595,C1
0.03712717963,11.92807168,16.35008,0.0371300737,C1
0.05172790245,17.94057571,37.29452948,0.05173184625,C1
0.07059530982,13.25816449,25.36279071,0.07060081459,C1
0.09521977552,11.28015577,22.75052425,0.09522721428,C1
0.02833552441,9.773760879,9.687393912,0.02833770331,C1
0.04432707653,11.26676986,18.26339781,0.04433053565,C1
0.05454804956,13.18817567,25.76986308,0.05455230641,C1
0.08653906255,9.36713602,15.9446426,0.08654572522,C1
0.08406247865,11.17367731,17.83514873,0.08406901917,C1
0.1882296882,4.148901471,3.749359658,0.1882442666,C1
0.1739695597,6.584450764,4.898936048,0.1739830493,C1
0.1708834689,6.253727799,4.36059517,0.1708965353,C1
0.1939873702,5.460347231,4.304728622,0.1940025245,C1
0.1886471953,7.33695085,5.052255399,0.1886619098,C1
0.02764243731,11.25227622,9.686742499,0.02764456386,C1
0.03387019979,11.99695492,15.69613825,0.03387281915,C1
0.04729033367,14.9555166,31.64719994,0.0472939864,C1
0.06160105054,11.4003395,29.41429438,0.06160575027,C1
0.08658004268,15.22758085,33.9503314,0.08658607717,C1
0.02932202154,12.42748729,12.44296095,0.02932430592,C1
0.0407082675,11.24312893,19.69959296,0.04071142085,C1
0.05024227038,15.05248577,28.2135611,0.05024618687,C1
0.06931300305,13.28467026,20.71245522,0.06931841594,C1
0.08552188492,12.64740833,21.69761927,0.08552852092,C1
0.03077229092,8.917058878,9.590269571,0.03077442903,C1
0.03937968853,14.92218481,19.7241617,0.03938275586,C1
0.04882596265,11.89887405,19.04326622,0.04882967986,C1
0.08210042653,11.9594755,18.95955127,0.08210679126,C1
0.09749670341,10.52201935,19.48052042,0.09750430785,C1
0.185658946,4.700277356,3.723148717,0.1856734166,C1
0.170439133,5.149947577,3.961876963,0.1704524066,C1
0.1761406237,5.029729663,4.456835391,0.1761536993,C1
0.1882751962,5.706673643,4.818654171,0.1882896267,C1
0.1953997918,8.146598239,7.195607576,0.1954150128,C1
0.02711180498,12.30683056,14.03178732,0.02711385327,C1
0.03783088326,13.53256958,23.42722734,0.03783377557,C1
0.04875257694,14.81869196,32.23217796,0.04875631423,C1
0.06376079949,17.96566714,34.62367259,0.06376553975,C1
0.07948030293,15.07689271,24.47597301,0.07948628181,C1
0.03032195965,9.430586062,13.74233458,0.03032432872,C1
0.03877537027,11.26027055,12.48039459,0.03877838636,C1
0.04612858358,11.15474376,19.37427809,0.04613218459,C1
0.06864246576,12.18679648,22.12531237,0.06864782387,C1
0.09305652895,12.07234584,27.03846519,0.09306379754,C1
0.03213183826,8.278215451,6.907710188,0.03213409188,C1
0.03958049645,9.476555719,9.499705684,0.03958356523,C1
0.05439742434,11.8684702,25.32631032,0.05440164713,C1
0.07828199416,11.28607056,19.0769618,0.07828811059,C1
0.08694903918,11.42520699,20.32670461,0.08695583218,C1
0.1890768631,5.343443843,3.917308545,0.1890914342,C1
0.1717711384,6.418709278,4.576835134,0.1717845148,C1
0.1717178799,6.276869366,4.08511125,0.1717304978,C1
0.1900320525,6.769075443,5.285036452,0.1900468286,C1
0.1985288675,8.922688284,6.990265987,0.1985443538,C1
0.02684944027,13.53026455,14.03425461,0.02685151564,C1
0.03324068721,14.97944843,21.99616933,0.03324325744,C1
0.05202190298,16.1980249,41.95443219,0.05202594735,C1
0.05645879371,17.61716581,32.18639407,0.0564631351,C1
0.08549776518,15.02742554,29.0234649,0.08550420527,C1
0.03085979261,9.817916595,9.990192793,0.03086216168,C1
0.0431048642,12.78384888,18.21749472,0.0431082319,C1
0.04862785777,11.57070773,24.03174021,0.04863161794,C1
0.07084186762,12.24766172,25.50707815,0.07084740152,C1
0.0856305553,13.03099689,18.85623581,0.0856372274,C1
0.02975700588,10.71168992,10.77189515,0.02975932815,C1
0.04751884984,9.616342178,15.1682932,0.04752244521,C1
0.05532951431,13.32199205,39.26144487,0.05533382071,C1
0.08000245086,9.400003774,10.18176215,0.08000862841,C1
0.08879170733,11.790074,17.58701178,0.08879863367,C1
0.1884907161,4.504750089,3.757755483,0.1885053339,C1
0.1748359088,5.322560258,3.921932787,0.1748494268,C1
0.1724416677,4.937314288,4.129329768,0.1724550279,C1
0.1872381231,5.545511689,5.195258762,0.1872527491,C1
0.1922372162,7.943656956,6.654100973,0.1922515137,C1
0.02724587588,11.47975354,14.33352295,0.0272479961,C1
0.03553982547,11.90435812,17.43758195,0.03554258269,C1
0.04185149636,17.19618682,24.97881937,0.04185472132,C1
0.06096323454,15.01185259,30.09971824,0.06096794199,C1
0.07967126532,12.01010259,22.05763552,0.07967705814,C1
0.02808353557,10.13509568,12.55390588,0.02808572013,C1
0.03839782954,13.67860648,15.76084604,0.03840079849,C1
0.05054396366,13.04464099,27.00290532,0.0505477842,C1
0.07460347014,11.05922015,22.68734837,0.07460927675,C1
0.09157267803,9.796043091,17.8054797,0.09157981448,C1
